id,sepal_length,sepal_width,petal_length,petal_width,redundancy
2706,5.57,2.98,4.58,0.79,0
2707,5.45,3.09,5.55,1.17,0
2708,5.58,2.43,3.7,1.57,0
2709,5.17,2.77,4.2,1.5,0
2710,6.86,2.77,5.05,1.79,0
2711,6.76,3.2,4.6,1.76,0
2712,8.05,3.2,5.54,2.03,0
2713,6.31,2.97,5.35,2.09,0
2714,6.25,2.49,5.39,1.96,0
2715,7.21,3.3,5.96,2.44,0
2716,6.72,2.75,6.45,2.27,0
2717,6.15,3.11,5.91,1.46,0
2718,6.36,3.1,4.81,2.03,0
2719,5.42,3.06,1.48,0.29,0
2720,5.15,3.53,1.33,0.14,0
2721,4.04,3.83,1.26,0.24,0
2722,5.32,3.5,1.37,0.16,0
2723,4.52,3.72,1.38,0.14,0
2724,5.0,2.67,1.56,0.36,0
2725,4.73,2.73,1.19,0.27,0
2726,4.81,3.53,1.49,0.33,0
2727,5.2,3.04,1.59,0.4,0
2728,4.97,3.62,1.6,0.16,0
2729,5.37,2.84,1.2,0.27,0
2730,4.95,2.58,3.95,1.61,0
2731,5.5,2.98,4.86,1.32,0
2732,5.8,2.26,5.01,1.2,0
2733,6.07,2.66,3.56,1.48,0
2734,5.7,3.42,3.71,1.22,0
2735,6.17,2.79,4.1,1.61,0
2736,6.18,2.64,4.09,1.29,0
2737,5.11,2.79,4.31,1.27,0
2738,7.17,2.55,5.17,1.2,0
2739,5.8,2.78,4.75,1.51,0
2740,6.42,2.86,3.83,1.45,0
2741,5.64,2.58,3.62,1.44,0
2742,7.33,3.1,5.49,2.25,0
2743,6.59,2.86,5.33,2.08,0
2744,5.92,2.73,6.05,1.99,0
2745,7.1,2.65,5.67,1.64,0
2746,6.77,3.37,5.41,1.71,0
2747,6.87,2.81,6.02,1.97,0
2748,7.1,2.56,5.1,2.02,0
2749,8.07,3.17,6.2,2.24,0
2750,6.44,3.38,4.98,2.21,0
2751,6.84,3.48,4.56,2.21,0
2752,6.83,3.09,5.39,2.13,0
2753,5.21,3.53,1.27,0.35,0
2754,4.78,2.82,1.43,0.27,0
2755,4.97,2.67,1.17,0.2,0
2756,4.77,2.88,1.44,0.1,0
2757,4.4,3.58,1.41,0.3,0
2758,4.69,3.89,1.31,0.2,0
2759,5.5,4.01,1.31,0.4,0
2760,5.41,3.34,1.44,0.22,0
2761,6.33,3.35,3.94,1.27,0
2762,6.14,2.45,5.19,1.45,0
2763,6.42,2.92,4.92,0.94,0
2764,5.28,2.47,4.74,1.64,0
2765,5.99,3.0,4.68,1.39,0
2766,6.48,3.08,4.63,1.19,0
2767,5.32,2.39,4.87,1.25,0
2768,5.94,2.63,3.57,1.32,0
2769,6.17,2.82,3.9,0.95,0
2770,6.5,2.54,4.33,1.74,0
2771,6.84,2.97,4.55,1.04,0
2772,6.26,3.28,5.28,2.02,0
2773,7.26,2.91,5.4,1.93,0
2774,7.42,2.89,5.93,2.32,0
2775,5.56,2.65,5.53,2.55,0
2776,6.89,2.92,5.18,1.44,0
2777,6.27,2.74,5.35,1.89,0
2778,5.91,2.91,5.51,1.57,0
2779,6.73,2.9,5.0,1.91,0
2780,6.66,3.41,4.74,1.99,0
2781,6.74,2.16,5.22,2.03,0
2782,6.35,2.91,5.23,1.81,0
2783,5.24,3.91,1.59,0.33,0
2784,4.58,3.82,1.63,0.26,0
2785,4.84,2.77,1.38,0.26,0
2786,4.79,3.68,1.41,0.18,0
2787,4.33,3.44,1.85,0.12,0
2788,5.0,3.16,1.56,0.14,0
2789,5.34,3.74,1.23,0.28,0
2790,4.89,3.95,1.78,0.07,0
2791,5.04,4.13,1.18,0.3,0
2792,4.48,3.65,1.61,0.33,0
2793,6.14,2.57,4.33,1.08,0
2794,5.3,2.82,3.43,1.07,0
2795,6.31,2.9,5.05,1.32,0
2796,6.58,2.8,3.86,1.12,0
2797,5.11,2.33,4.98,1.41,0
2798,5.34,2.19,4.29,1.35,0
2799,5.33,2.9,4.45,1.37,0
2800,6.85,3.2,3.73,1.68,0
2801,5.79,2.72,5.99,1.9,0
2802,6.86,2.97,5.36,1.83,0
2803,7.23,2.3,4.77,2.21,0
2804,7.4,2.89,5.39,1.74,0
2805,6.54,3.33,5.76,1.91,0
2806,6.33,2.72,6.22,2.11,0
2807,7.1,2.86,5.99,1.87,0
2808,6.32,3.25,5.62,2.2,0
2809,4.77,2.97,1.4,0.24,0
2810,5.22,2.81,1.22,0.33,0
2811,4.87,3.25,1.35,0.32,0
2812,4.84,3.98,1.48,0.41,0
2813,4.86,3.27,1.47,0.18,0
2814,4.63,3.2,1.44,0.18,0
2815,5.35,3.74,1.77,0.17,0
2816,5.27,3.29,1.13,0.25,0
2817,4.98,3.76,1.64,0.23,0
2818,5.07,3.41,1.38,0.12,0
2819,5.19,3.47,1.51,0.26,0
2820,4.2,3.41,1.46,0.07,0
2821,6.36,3.03,4.32,1.46,0
2822,6.32,2.31,3.36,1.23,0
2823,6.21,2.61,4.41,1.49,0
2824,6.11,2.95,4.14,1.0,0
2825,5.74,2.48,4.64,1.69,0
2826,5.82,3.03,4.58,1.57,0
2827,5.41,3.01,3.95,1.56,0
2828,5.83,3.12,4.53,1.48,0
2829,5.66,2.63,4.83,1.47,0
2830,7.16,3.14,5.79,2.15,0
2831,6.15,2.87,4.84,2.06,0
2832,7.14,3.21,6.41,1.86,0
2833,7.59,2.23,4.93,2.03,0
2834,6.84,3.08,5.66,1.84,0
2835,6.26,3.0,5.6,2.08,0
2836,6.23,2.98,5.15,2.35,0
2837,6.8,2.59,5.72,2.11,0
2838,5.25,2.95,5.76,2.13,0
2839,7.41,2.94,4.34,2.36,0
2840,6.84,2.73,5.8,2.36,0
2841,6.6,2.6,5.71,2.13,0
2842,5.0,3.13,1.56,0.25,0
2843,5.04,4.15,1.42,0.42,0
2844,5.22,3.36,1.34,0.34,0
2845,4.97,3.47,1.55,0.5,0
2846,5.14,3.65,1.43,0.13,0
2847,5.01,3.74,1.48,0.2,0
2848,4.8,3.94,1.55,0.25,0
2849,5.23,3.19,1.52,-0.01,0
2850,5.28,3.23,1.5,0.16,0
2851,5.12,3.0,1.26,0.39,0
2852,5.11,2.46,1.76,0.31,0
2853,6.46,2.79,4.2,1.45,0
2854,6.34,3.07,4.31,0.8,0
2855,6.11,2.96,4.58,1.48,0
2856,6.19,2.79,4.12,1.45,0
2857,6.03,2.81,4.02,1.23,0
2858,6.4,2.74,4.79,1.36,0
2859,6.5,2.3,3.34,1.27,0
2860,6.75,2.97,4.49,1.17,0
2861,5.33,2.8,4.01,1.13,0
2862,5.63,2.52,4.54,1.31,0
2863,4.98,2.59,3.79,1.26,0
2864,6.53,2.53,5.65,1.82,0
2865,8.31,3.06,4.75,1.8,0
2866,5.07,2.78,6.27,2.43,0
2867,6.96,2.73,4.91,1.9,0
2868,6.89,2.4,5.44,1.78,0
2869,6.05,2.95,6.27,2.21,0
2870,7.01,3.35,5.54,1.59,0
2871,5.76,2.92,5.05,2.18,0
2872,6.25,2.59,6.3,2.31,0
2873,6.36,2.71,6.14,1.9,0
2874,6.97,3.46,5.9,1.47,0
2875,5.01,3.5,1.67,0.34,0
2876,4.86,3.47,1.39,0.34,0
2877,5.4,2.96,1.44,0.05,0
2878,4.7,4.0,1.7,0.21,0
2879,5.27,2.43,1.54,0.29,0
2880,5.47,3.42,1.4,0.28,0
2881,5.11,3.56,1.21,0.34,0
2882,4.34,3.41,1.59,0.12,0
2883,5.04,3.51,1.41,0.41,0
2884,4.98,2.96,1.65,0.14,0
2885,5.49,3.19,1.64,0.19,0
2886,4.69,3.48,1.07,0.3,0
2887,5.44,2.87,3.67,1.41,0
2888,6.17,2.79,4.4,1.45,0
2889,6.14,2.73,4.2,1.66,0
2890,5.62,2.67,5.0,1.68,0
2891,6.0,3.17,3.52,0.99,0
2892,6.4,2.54,4.2,1.21,0
2893,5.63,3.52,3.65,1.25,0
2894,6.73,3.19,3.49,1.5,0
2895,5.84,2.72,3.9,1.54,0
2896,5.6,3.07,4.4,1.17,0
2897,6.66,2.93,4.61,1.47,0
2898,6.98,2.72,5.46,1.53,0
2899,6.46,2.9,4.97,1.67,0
2900,5.28,3.38,5.01,2.58,0
2901,6.5,3.34,6.16,1.73,0
2902,6.89,3.14,5.44,1.71,0
2903,6.11,2.31,5.56,2.18,0
2904,6.14,3.11,5.36,1.4,0
2905,7.9,3.4,5.06,2.25,0
2906,5.82,2.73,6.02,1.98,0
2907,4.96,2.78,1.54,0.27,0
2908,5.28,3.32,1.47,0.35,0
2909,4.75,3.74,1.38,0.15,0
2910,4.64,3.61,1.41,0.17,0
2911,4.87,3.48,1.43,0.26,0
2912,4.97,3.28,1.6,0.24,0
2913,4.52,2.82,1.06,0.18,0
2914,5.23,3.55,1.5,0.23,0
2915,5.19,2.79,3.57,1.02,0
2916,6.39,2.56,4.13,1.16,0
2917,6.47,2.57,3.97,1.37,0
2918,6.33,2.64,4.21,1.66,0
2919,5.35,2.78,4.19,1.8,0
2920,5.88,2.36,5.13,1.49,0
2921,6.88,2.54,3.76,1.16,0
2922,6.0,2.78,4.13,1.21,0
2923,5.92,2.91,4.48,1.31,0
2924,7.43,2.68,5.48,2.6,0
2925,6.94,2.35,5.44,1.9,0
2926,6.93,2.74,5.8,2.22,0
2927,6.75,3.13,5.83,2.17,0
2928,6.37,2.36,5.92,2.13,0
2929,6.1,2.52,5.68,2.07,0
2930,7.25,3.38,5.47,2.24,0
2931,6.33,2.84,6.61,2.06,0
2932,6.72,2.81,5.37,2.52,0
2933,5.05,3.17,1.21,0.24,0
2934,4.52,3.13,1.52,0.25,0
2935,5.09,2.93,1.53,0.13,0
2936,5.57,3.4,1.32,0.18,0
2937,4.85,3.32,1.44,0.26,0
2938,5.13,3.97,1.52,0.13,0
2939,4.91,3.49,1.32,0.15,0
2940,5.26,3.53,1.59,0.4,0
2941,4.68,3.17,1.65,0.27,0
2942,5.42,3.76,1.39,0.19,0
2943,5.76,3.53,1.47,0.25,0
2944,5.07,2.77,1.65,0.28,0
2945,6.72,2.68,4.35,0.86,0
2946,6.58,3.32,4.15,0.99,0
2947,6.57,2.7,4.03,1.58,0
2948,5.99,3.0,4.73,1.43,0
2949,6.12,2.72,3.7,1.38,0
2950,6.27,3.06,4.17,1.51,0
2951,6.94,3.09,4.29,1.37,0
2952,6.15,2.84,4.41,1.8,0
2953,5.96,2.83,3.97,1.31,0
2954,6.36,3.0,4.3,1.26,0
2955,7.05,3.67,4.46,1.54,0
2956,5.94,2.6,5.23,1.56,0
2957,6.64,2.88,6.93,2.02,0
2958,7.29,3.02,5.72,2.1,0
2959,7.02,2.84,6.16,2.0,0
2960,6.75,2.55,6.41,2.33,0
2961,6.33,3.03,4.64,2.33,0
2962,6.63,2.97,5.64,1.82,0
2963,6.64,2.72,6.38,2.2,0
2964,5.42,3.9,1.56,0.05,0
2965,5.28,3.45,1.38,0.34,0
2966,4.81,3.8,1.52,0.22,0
2967,5.31,3.18,1.09,0.17,0
2968,4.64,2.99,1.36,0.16,0
2969,4.92,3.1,1.66,0.22,0
2970,4.92,2.54,1.44,0.32,0
2971,5.08,3.95,1.52,0.26,0
2972,4.93,3.33,1.17,0.29,0
2973,4.58,3.85,1.16,0.28,0
2974,4.86,3.3,1.39,0.24,0
2975,6.43,2.94,3.5,1.33,0
2976,5.81,2.4,4.25,1.5,0
2977,5.64,2.77,4.33,1.23,0
2978,6.75,3.17,3.97,1.18,0
2979,6.68,2.32,4.38,1.32,0
2980,5.63,2.77,3.62,1.31,0
2981,5.22,2.65,4.42,1.0,0
2982,5.53,2.71,4.32,1.28,0
2983,6.87,3.0,4.54,1.23,0
2984,5.94,2.92,4.51,1.44,0
2985,5.55,2.82,3.7,1.54,0
2986,7.02,3.09,6.18,1.63,0
2987,7.71,3.43,4.91,2.13,0
2988,6.1,3.03,5.85,2.16,0
2989,6.38,2.97,4.85,1.75,0
2990,6.47,2.74,6.36,2.26,0
2991,5.45,3.27,5.79,1.98,0
2992,7.01,2.77,5.3,1.96,0
2993,7.43,3.14,4.87,2.02,0
2994,6.73,2.97,6.34,1.95,0
2995,5.9,3.26,4.04,2.16,0
2996,7.03,3.72,5.7,1.78,0
2997,5.49,2.9,6.01,2.34,0
2998,5.02,3.31,1.25,0.19,0
2999,4.75,3.02,1.48,0.26,0
3000,5.17,2.98,1.05,0.16,0
3001,5.16,2.69,1.28,0.35,0
3002,5.24,3.81,1.5,0.28,0
3003,4.88,2.89,1.25,0.22,0
3004,4.76,3.44,1.2,0.23,0
3005,4.89,3.47,1.42,0.18,0
3006,4.9,3.89,1.64,0.35,0
3007,4.49,3.52,1.39,0.18,0
3008,4.89,3.44,1.74,0.03,0
3009,6.46,2.39,3.94,0.96,0
3010,5.82,2.64,4.32,1.43,0
3011,7.44,2.68,3.66,1.19,0
3012,6.28,2.61,4.03,1.1,0
3013,5.93,2.79,3.94,1.35,0
3014,6.46,2.9,4.61,1.12,0
3015,4.93,2.7,4.62,1.36,0
3016,5.84,3.16,4.16,1.24,0
3017,5.47,2.26,4.61,1.47,0
3018,5.69,2.61,4.9,1.28,0
3019,6.12,2.85,4.74,1.41,0
3020,6.32,2.87,4.19,1.27,0
3021,6.89,3.04,5.11,1.84,0
3022,6.42,3.05,5.4,2.12,0
3023,6.19,3.41,5.48,2.19,0
3024,7.09,3.34,5.93,2.01,0
3025,7.03,2.55,5.78,2.43,0
3026,7.19,2.65,5.31,2.34,0
3027,6.67,3.35,5.74,1.6,0
3028,6.8,2.96,6.84,1.69,0
3029,4.71,3.48,1.63,0.04,0
3030,5.48,2.97,1.02,0.08,0
3031,4.58,3.87,1.3,0.31,0
3032,4.71,3.06,1.56,0.23,0
3033,4.58,3.14,1.31,0.24,0
3034,5.64,3.55,1.75,0.49,0
3035,5.05,3.54,1.48,0.16,0
3036,5.5,3.26,1.48,0.22,0
3037,6.26,2.45,4.6,1.44,0
3038,6.45,3.03,5.25,0.84,0
3039,6.15,2.39,3.45,1.6,0
3040,5.94,3.46,4.76,1.54,0
3041,5.13,2.92,4.34,1.68,0
3042,5.89,2.51,4.61,1.15,0
3043,5.82,2.52,4.08,1.43,0
3044,6.32,2.8,3.46,1.29,0
3045,6.01,2.31,4.37,1.34,0
3046,5.43,2.17,5.08,1.47,0
3047,5.72,3.5,4.15,1.06,0
3048,6.06,3.18,3.61,1.22,0
3049,7.14,2.74,4.57,1.91,0
3050,6.02,2.87,5.82,2.4,0
3051,6.49,2.93,4.9,2.17,0
3052,6.18,2.65,4.86,2.17,0
3053,6.85,3.0,5.3,2.19,0
3054,5.86,3.26,5.33,2.26,0
3055,6.34,2.87,5.53,2.09,0
3056,7.36,3.07,5.73,1.91,0
3057,6.57,2.5,5.06,1.97,0
3058,7.55,3.06,5.79,1.94,0
3059,5.08,3.31,1.46,0.26,0
3060,5.38,2.62,1.82,0.29,0
3061,4.89,3.46,1.73,0.15,0
3062,5.07,4.07,1.35,0.2,0
3063,5.16,3.63,1.31,0.28,0
3064,4.64,3.77,1.47,0.05,0
3065,5.35,3.54,1.35,0.2,0
3066,4.96,2.78,1.34,0.13,0
3067,5.17,4.35,1.11,0.09,0
3068,5.15,2.86,4.44,1.25,0
3069,4.91,3.33,3.84,1.43,0
3070,5.32,2.7,3.79,1.25,0
3071,5.72,3.15,3.91,1.21,0
3072,6.37,2.84,4.24,1.31,0
3073,5.28,2.13,3.82,1.54,0
3074,5.62,3.32,4.92,1.73,0
3075,6.42,2.6,3.96,1.41,0
3076,5.66,3.13,4.35,1.48,0
3077,5.7,2.86,3.55,1.04,0
3078,6.07,3.09,4.49,1.21,0
3079,5.76,2.86,4.02,1.72,0
3080,6.86,2.82,5.82,1.61,0
3081,6.86,3.15,5.31,2.53,0
3082,6.1,3.29,5.18,2.06,0
3083,6.16,2.7,5.21,1.81,0
3084,6.24,2.81,5.72,1.94,0
3085,6.56,3.11,6.09,2.52,0
3086,6.31,2.93,6.16,2.04,0
3087,7.34,2.65,5.06,2.01,0
3088,5.24,2.9,1.46,0.13,0
3089,4.37,3.71,1.31,0.03,0
3090,4.98,3.52,1.52,0.18,0
3091,5.65,3.77,1.57,0.31,0
3092,5.33,3.29,1.48,0.23,0
3093,5.08,3.77,1.51,0.32,0
3094,5.2,2.85,1.38,0.08,0
3095,5.06,3.31,1.41,0.25,0
3096,6.4,2.9,4.06,1.48,0
3097,4.87,3.12,3.56,1.39,0
3098,5.71,2.89,4.43,1.29,0
3099,5.1,2.62,4.36,1.13,0
3100,5.39,2.78,4.54,1.26,0
3101,6.18,2.82,4.07,1.21,0
3102,6.22,3.27,3.46,1.39,0
3103,6.35,2.62,3.81,1.05,0
3104,6.01,2.38,4.73,1.78,0
3105,5.89,2.92,4.22,1.43,0
3106,5.8,2.7,3.81,1.25,0
3107,5.72,2.62,4.22,1.37,0
3108,5.22,3.21,5.93,1.87,0
3109,6.77,3.23,7.38,2.25,0
3110,6.8,3.46,5.62,2.41,0
3111,6.63,2.84,5.35,2.33,0
3112,6.59,2.55,5.27,2.2,0
3113,7.6,2.76,5.51,2.16,0
3114,7.23,3.06,5.84,2.34,0
3115,6.67,2.69,6.84,2.13,0
3116,5.01,3.83,1.6,0.24,0
3117,5.46,3.83,1.1,0.37,0
3118,5.28,3.46,1.4,0.26,0
3119,5.61,2.98,1.44,0.35,0
3120,5.33,3.42,1.59,0.15,0
3121,4.76,3.4,1.53,0.2,0
3122,4.78,3.63,1.28,0.37,0
3123,4.87,2.92,1.41,0.28,0
3124,4.24,3.6,1.52,0.22,0
3125,5.28,2.83,1.61,0.06,0
3126,5.56,2.99,1.29,0.23,0
3127,5.14,3.45,1.22,0.22,0
3128,5.83,3.16,4.36,1.39,0
3129,6.76,2.3,4.41,1.76,0
3130,5.41,3.29,4.46,1.45,0
3131,6.0,2.38,4.38,1.07,0
3132,6.72,2.74,4.47,1.5,0
3133,6.09,2.59,4.36,1.49,0
3134,5.81,2.15,4.77,1.71,0
3135,5.69,3.27,4.3,1.16,0
3136,5.58,2.94,4.17,1.5,0
3137,5.83,2.75,3.32,1.32,0
3138,6.75,3.25,5.98,1.81,0
3139,6.45,2.97,5.11,1.96,0
3140,6.38,3.01,5.06,1.58,0
3141,6.21,2.94,6.54,2.0,0
3142,6.35,3.24,5.56,1.88,0
3143,7.03,2.9,6.57,2.2,0
3144,6.2,3.61,5.26,1.79,0
3145,5.67,3.34,4.54,1.75,0
3146,7.09,3.2,5.38,2.16,0
3147,7.08,3.46,5.4,1.6,0
3148,4.8,3.64,1.47,0.22,0
3149,4.9,3.55,1.47,0.29,0
3150,5.4,4.15,1.35,0.17,0
3151,4.51,2.81,1.59,0.07,0
3152,5.06,3.13,1.53,0.19,0
3153,4.41,3.6,1.68,0.23,0
3154,4.85,3.58,0.97,0.33,0
3155,5.35,3.79,1.37,0.4,0
3156,5.15,3.59,1.71,0.24,0
3157,5.85,3.02,5.12,0.93,0
3158,6.39,3.43,3.63,1.61,0
3159,5.31,3.38,3.61,1.42,0
3160,5.4,2.67,3.29,1.44,0
3161,5.49,2.89,4.72,1.35,0
3162,6.52,2.09,4.23,1.36,0
3163,5.74,2.84,4.21,1.19,0
3164,4.96,3.2,4.46,1.25,0
3165,5.9,2.86,5.13,1.48,0
3166,6.07,2.73,4.38,1.35,0
3167,5.65,2.11,3.59,1.45,0
3168,5.76,3.25,5.71,2.02,0
3169,6.53,3.51,5.81,1.83,0
3170,5.53,2.89,5.22,2.02,0
3171,7.06,2.91,5.5,2.36,0
3172,6.72,2.45,5.67,1.63,0
3173,7.36,2.91,6.18,1.32,0
3174,6.39,3.01,5.57,2.28,0
3175,5.94,3.29,5.85,2.02,0
3176,5.08,3.47,1.51,0.19,0
3177,5.76,3.32,1.31,0.31,0
3178,4.41,3.38,1.57,0.07,0
3179,4.77,2.85,1.6,0.21,0
3180,5.33,3.76,1.38,0.16,0
3181,4.28,3.18,1.59,0.26,0
3182,4.49,4.49,1.59,0.32,0
3183,4.78,3.57,1.48,0.38,0
3184,5.04,2.43,1.77,0.3,0
3185,5.24,3.45,1.14,0.32,0
3186,5.68,2.83,4.19,1.29,0
3187,5.57,2.82,3.73,1.2,0
3188,6.49,2.74,4.69,1.45,0
3189,5.79,2.48,4.49,1.21,0
3190,5.85,2.92,3.36,1.29,0
3191,5.23,2.95,4.37,1.58,0
3192,6.33,3.07,4.4,1.49,0
3193,6.61,2.61,4.25,1.17,0
3194,7.88,3.18,6.06,2.19,0
3195,7.21,3.05,5.8,2.71,0
3196,6.04,3.46,5.02,2.0,0
3197,6.99,3.06,5.74,2.1,0
3198,6.82,2.51,4.85,2.0,0
3199,6.61,2.53,5.45,1.96,0
3200,6.84,2.97,5.28,2.45,0
3201,6.35,2.97,5.99,2.13,0
3202,6.66,3.02,5.99,1.89,0
3203,5.22,3.16,1.56,0.22,0
3204,5.17,2.83,1.36,0.22,0
3205,5.74,3.25,1.52,0.14,0
3206,5.02,3.06,1.18,0.23,0
3207,5.05,2.99,1.28,0.26,0
3208,4.72,3.32,1.39,0.16,0
3209,5.23,3.37,1.56,0.08,0
3210,5.07,3.8,1.32,0.21,0
3211,5.13,3.43,1.16,0.33,0
3212,4.6,3.56,1.43,0.2,0
3213,6.39,2.63,4.85,1.28,0
3214,5.51,2.82,5.04,1.41,0
3215,5.56,2.97,4.59,1.4,0
3216,5.16,3.02,4.97,1.47,0
3217,5.81,3.28,3.84,1.34,0
3218,6.01,2.36,4.41,1.1,0
3219,6.07,3.28,4.5,1.32,0
3220,5.64,2.77,4.33,1.06,0
3221,5.98,2.7,5.26,2.07,0
3222,7.6,3.22,5.58,2.12,0
3223,6.13,3.2,5.55,1.91,0
3224,7.17,2.8,4.86,1.88,0
3225,5.79,2.97,5.28,2.02,0
3226,6.63,2.98,6.03,2.05,0
3227,6.7,2.81,5.17,1.48,0
3228,6.68,2.91,5.22,2.0,0
3229,6.75,2.79,6.3,2.07,0
3230,5.01,2.84,1.24,0.45,0
3231,4.55,3.87,1.35,0.26,0
3232,5.02,2.97,1.46,0.4,0
3233,4.36,3.43,1.51,0.2,0
3234,4.82,3.99,1.38,0.24,0
3235,4.53,3.14,1.34,0.23,0
3236,5.25,3.13,1.42,0.24,0
3237,4.98,3.92,1.53,0.24,0
3238,5.78,3.1,3.62,1.54,0
3239,6.67,2.7,4.44,0.94,0
3240,5.79,2.77,5.06,1.39,0
3241,6.11,2.71,4.12,1.47,0
3242,5.4,2.72,4.06,1.27,0
3243,5.17,2.35,4.17,1.14,0
3244,6.46,2.91,4.53,1.36,0
3245,5.88,2.49,3.61,1.3,0
3246,5.9,2.75,4.67,1.15,0
3247,5.56,2.96,4.15,1.41,0
3248,7.52,3.0,5.13,2.64,0
3249,7.66,3.19,6.24,2.0,0
3250,8.1,3.03,5.73,2.44,0
3251,6.77,3.14,5.02,2.27,0
3252,6.08,3.44,5.42,2.49,0
3253,5.85,2.94,5.28,1.54,0
3254,5.09,2.86,6.8,2.75,0
3255,6.89,3.23,6.52,2.21,0
3256,6.54,2.78,6.52,2.09,0
3257,5.58,3.05,6.16,1.85,0
3258,4.72,2.91,1.17,0.12,0
3259,4.97,3.23,1.47,0.25,0
3260,5.19,3.6,1.35,0.39,0
3261,4.98,3.19,1.6,0.33,0
3262,5.4,3.6,1.43,0.21,0
3263,5.18,3.05,1.51,0.38,0
3264,4.89,3.76,1.54,0.33,0
3265,5.15,3.58,1.51,0.31,0
3266,6.45,2.4,4.06,1.2,0
3267,6.37,3.11,3.89,1.39,0
3268,6.57,2.88,4.26,1.63,0
3269,6.14,3.05,4.03,1.75,0
3270,5.69,2.75,4.81,1.34,0
3271,5.37,3.26,4.13,1.2,0
3272,5.16,2.81,4.18,1.15,0
3273,6.28,2.43,4.67,1.14,0
3274,5.59,3.53,4.41,1.56,0
3275,5.64,3.03,4.52,1.56,0
3276,6.69,2.47,4.39,1.06,0
3277,5.59,3.21,4.32,1.3,0
3278,5.93,2.84,4.98,2.48,0
3279,5.35,2.74,5.84,2.42,0
3280,6.15,2.3,4.85,2.13,0
3281,7.7,2.87,5.33,1.71,0
3282,6.51,3.02,5.58,1.93,0
3283,6.32,3.49,4.76,2.36,0
3284,6.34,3.45,5.68,2.23,0
3285,6.91,3.15,5.3,1.99,0
3286,5.05,3.06,1.39,0.29,0
3287,5.64,3.57,1.34,0.16,0
3288,5.22,3.13,1.31,0.2,0
3289,5.21,3.21,1.44,0.4,0
3290,5.21,3.81,1.3,0.37,0
3291,5.04,3.09,1.5,0.3,0
3292,4.59,3.69,1.66,0.26,0
3293,5.34,3.45,1.52,0.09,0
3294,5.54,2.18,4.29,1.35,0
3295,5.18,2.99,4.51,1.43,0
3296,4.53,2.52,4.06,1.3,0
3297,5.16,2.15,4.23,1.2,0
3298,5.93,2.57,4.0,1.51,0
3299,5.78,2.37,3.95,1.36,0
3300,6.31,2.65,4.38,1.11,0
3301,6.32,3.01,4.76,1.32,0
3302,5.89,3.3,3.71,1.36,0
3303,5.09,2.56,3.9,0.94,0
3304,6.25,2.65,5.09,1.88,0
3305,6.65,2.99,5.2,1.52,0
3306,7.26,3.15,6.11,1.96,0
3307,5.33,2.6,5.52,2.36,0
3308,6.53,2.94,4.9,1.72,0
3309,6.24,3.05,5.05,1.83,0
3310,6.58,3.02,5.86,2.47,0
3311,6.8,3.04,5.39,2.12,0
3312,6.57,3.12,5.59,1.82,0
3313,4.51,3.45,1.42,0.15,0
3314,5.77,3.48,1.48,0.22,0
3315,5.38,3.77,1.33,0.05,0
3316,4.95,3.88,1.41,0.3,0
3317,5.34,3.44,1.21,0.37,0
3318,5.14,3.32,1.5,0.18,0
3319,5.06,3.93,1.59,0.41,0
3320,5.22,3.31,1.36,0.16,0
3321,4.65,4.06,1.33,0.36,0
3322,5.01,2.92,1.59,0.27,0
3323,5.8,2.55,4.76,1.22,0
3324,5.43,2.93,3.62,1.43,0
3325,5.12,2.68,4.75,1.49,0
3326,7.13,3.56,4.23,1.55,0
3327,5.49,3.04,3.79,1.5,0
3328,6.15,2.69,4.8,1.28,0
3329,6.27,2.53,4.22,1.52,0
3330,6.46,2.73,3.9,1.2,0
3331,7.12,3.2,5.64,2.06,0
3332,6.31,2.69,6.0,2.18,0
3333,6.53,2.63,6.0,1.82,0
3334,6.97,3.15,5.01,2.65,0
3335,5.71,2.63,3.72,1.87,0
3336,6.9,2.69,5.4,2.08,0
3337,5.82,2.82,6.48,1.38,0
3338,5.95,3.23,5.35,2.7,0
3339,6.63,2.46,6.47,1.97,0
3340,5.25,4.05,1.4,0.16,0
3341,5.32,3.61,1.19,0.24,0
3342,4.78,3.35,1.63,0.28,0
3343,5.76,2.82,1.61,0.12,0
3344,5.06,3.03,1.33,0.24,0
3345,5.09,3.23,1.33,0.24,0
3346,4.82,3.14,1.37,0.32,0
3347,5.25,3.18,1.58,0.32,0
3348,5.0,3.49,1.23,0.28,0
3349,5.51,3.56,1.45,0.32,0
3350,5.27,3.16,1.87,0.32,0
3351,5.34,3.24,1.53,0.33,0
3352,5.75,3.21,3.93,1.39,0
3353,6.24,2.64,3.91,1.41,0
3354,6.37,2.86,4.96,1.48,0
3355,5.32,3.24,4.4,1.43,0
3356,5.26,3.18,4.14,1.23,0
3357,4.86,3.16,4.11,1.53,0
3358,5.36,2.53,3.76,1.65,0
3359,4.79,2.58,3.98,1.29,0
3360,6.39,2.87,3.79,1.29,0
3361,6.0,3.0,3.72,1.35,0
3362,6.75,2.43,3.02,1.36,0
3363,6.79,3.03,5.85,2.07,0
3364,8.45,2.91,5.68,2.18,0
3365,6.93,3.28,5.06,1.71,0
3366,6.05,3.31,5.18,1.83,0
3367,5.78,3.04,5.78,1.39,0
3368,6.41,2.96,5.34,2.06,0
3369,6.63,3.45,5.41,1.77,0
3370,5.64,3.15,6.31,1.54,0
